og:title,title,Product URL,ogUrl,og:url,msapplication-TileImage,article:modified_time,wwp,twitter:data1,og:description,favicon,og:site_name,language,og:locale,Description,twitter:label1,google-site-verification,ogLocale,Image URL,SKU,statusCode,color-scheme,sourceURL,ogImage,referrer,ogTitle,og:image,og:image:width,ogDescription,modifiedTime,twitter:card,og:image:type,og:image:height,Price,scrapeId,viewport,og:type,robots,Name,generator,ogSiteName,proxyUsed,url
Guide Block & Roller - Right Hand - B&D Series 1 Deluxe - Australia's Top Rated Garage Door Parts Company,Guide Block & Roller - Right Hand - B&D Series 1 Deluxe - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/guide-block-roller-right-hand-bd-series-1-deluxe/,https://ausgaragedoorparts.com.au/product/guide-block-roller-right-hand-bd-series-1-deluxe/,https://ausgaragedoorparts.com.au/product/guide-block-roller-right-hand-bd-series-1-deluxe/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:47:51+00:00,yes,,"The guide block & roller fits on the bottom of the door curtain and prevents the door edge from scraping on the tracks during operation. This version is used on Series 1/Series A doors manufactured by B&D, suitable for the Deluxe design. This is the right-hand version. Doors are always Viewed from Inside Looking Out […]",https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$11.00

The guide block & roller fits on the bottom of the door curtain and prevents the door edge from scraping on the tracks during operation.

This version is used on Series 1/Series A doors manufactured by B&D, suitable for the Deluxe design.

This is the right-hand version.

Doors are always Viewed from Inside Looking Out – VILO

Guide Block & Roller - Right Hand - B&D Series 1 Deluxe quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Guide-Block-Roller-BD-Deluxe-post-2006-e1699318545686.jpg,,200,,https://ausgaragedoorparts.com.au/product/guide-block-roller-right-hand-bd-series-1-deluxe/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Guide-Block-Roller-BD-Deluxe-post-2006-e1699318545686.jpg,"['origin', 'origin']",Guide Block & Roller - Right Hand - B&D Series 1 Deluxe - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Guide-Block-Roller-BD-Deluxe-post-2006-e1699318545686.jpg,392,"The guide block & roller fits on the bottom of the door curtain and prevents the door edge from scraping on the tracks during operation. This version is used on Series 1/Series A doors manufactured by B&D, suitable for the Deluxe design. This is the right-hand version. Doors are always Viewed from Inside Looking Out […]",2024-07-17T00:47:51+00:00,summary_large_image,image/jpeg,406,11.00,cf88b859-2559-4ec6-b67d-5bca5d81b31b,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Guide Block & Roller – Right Hand – B&D Series 1 Deluxe,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/guide-block-roller-right-hand-bd-series-1-deluxe/
Heavy Duty Weatherseal - 80mm - Australia's Top Rated Garage Door Parts Company,Heavy Duty Weatherseal - 80mm - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/heavy-duty-weatherseal-80mm/,https://ausgaragedoorparts.com.au/product/heavy-duty-weatherseal-80mm/,https://ausgaragedoorparts.com.au/product/heavy-duty-weatherseal-80mm/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T01:29:06+00:00,yes,2 minutes,Priced per metre of length This heavy duty seal is only suitable for use with our heavy duty rail (sold separately) due to the width of the ‘T’ shaped ends that slot into the rail. Please Note: These seals are cut to suit from a roll and as such they cannot be returned for credit […],https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$15.00

**Priced per metre of length**

This heavy duty seal is only suitable for use with our heavy duty rail (sold separately) due to the width of the ‘T’ shaped ends that slot into the rail.

[![](https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal.jpg-300x63.webp)](https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal.jpg.webp)[![](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2022/01/H-Duty-80mm-Seal.jpg)](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2022/01/H-Duty-80mm-Seal.jpg)

[![](https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal-Rail.jpg-300x233.webp)](https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal-Rail.jpg.webp)[![](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2022/01/H-Duty-80mm-Seal-Rail.jpg)](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2022/01/H-Duty-80mm-Seal-Rail.jpg)

**Please Note:**

These seals are cut to suit from a roll and as such they cannot be returned for credit or exchange.

If you are unsure which one you need then please bring in a piece of your seal to match up or you can pick up a free sample to test on your door.

Heavy Duty Weatherseal - 80mm quantity",Est. reading time,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal-Rail.jpg-300x233.webp,,200,,https://ausgaragedoorparts.com.au/product/heavy-duty-weatherseal-80mm/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal-Photo-1.jpg,"['origin', 'origin']",Heavy Duty Weatherseal - 80mm - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/H-Duty-80mm-Seal-Photo-1.jpg,376,Priced per metre of length This heavy duty seal is only suitable for use with our heavy duty rail (sold separately) due to the width of the ‘T’ shaped ends that slot into the rail. Please Note: These seals are cut to suit from a roll and as such they cannot be returned for credit […],2024-07-17T01:29:06+00:00,summary_large_image,image/jpeg,294,15.00,4e146aa5-e5f7-4f41-94bd-792737f8d1d9,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Heavy Duty Weatherseal – 80mm,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/heavy-duty-weatherseal-80mm/
Jamb Bracket - Australia's Top Rated Garage Door Parts Company,Jamb Bracket - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jamb-bracket/,https://ausgaragedoorparts.com.au/product/jamb-bracket/,https://ausgaragedoorparts.com.au/product/jamb-bracket/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:55:34+00:00,yes,,,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$4.00

Jamb Bracket quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jamb-bracket.jpg,,200,,https://ausgaragedoorparts.com.au/product/jamb-bracket/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jamb-bracket.jpg,"['origin', 'origin']",Jamb Bracket - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jamb-bracket.jpg,328,,2024-07-17T00:55:34+00:00,summary_large_image,image/jpeg,296,4.00,cfbf98be-59a4-4d7a-a3c4-5b50a3ebb447,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jamb Bracket,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jamb-bracket/
Jaytech BBU01 24V BATTERY BACK UP - Australia's Top Rated Garage Door Parts Company,Jaytech BBU01 24V BATTERY BACK UP - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-bbu01-24v-battery-back-up/,https://ausgaragedoorparts.com.au/product/jaytech-bbu01-24v-battery-back-up/,https://ausgaragedoorparts.com.au/product/jaytech-bbu01-24v-battery-back-up/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-05-27T03:34:51+00:00,yes,,Allows the operation of all Jaytech openers even in the case of a power outage. 24v 3.AH allows the door to operate without mains power for up to 5 days. This item is local pick up only.,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$104.00

Allows the operation of all Jaytech openers even in the case of a power outage.

24v 3.AH allows the door to operate without mains power for up to 5 days.

**This item is local pick up only.**

[![Jaytech battery backup ](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2020/03/Battery-Backup-300x239.png)](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2020/03/Battery-Backup.png)

Jaytech BBU01 24V BATTERY BACK UP quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://www.ausgaragedoorparts.com.au/wp-content/uploads/2020/03/Battery-Backup-300x239.png,,200,,https://ausgaragedoorparts.com.au/product/jaytech-bbu01-24v-battery-back-up/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Battery-Backup.png,"['origin', 'origin']",Jaytech BBU01 24V BATTERY BACK UP - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Battery-Backup.png,1505,Allows the operation of all Jaytech openers even in the case of a power outage. 24v 3.AH allows the door to operate without mains power for up to 5 days. This item is local pick up only.,2024-05-27T03:34:51+00:00,summary_large_image,image/png,1197,104.00,2755fd8b-0dcd-47ba-a291-43a8e87d0013,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech BBU01 24V BATTERY BACK UP,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-bbu01-24v-battery-back-up/
Jaytech Outer Trolley - V4 - Australia's Top Rated Garage Door Parts Company,Jaytech Outer Trolley - V4 - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-outer-trolley-v4/,https://ausgaragedoorparts.com.au/product/jaytech-outer-trolley-v4/,https://ausgaragedoorparts.com.au/product/jaytech-outer-trolley-v4/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:44:29+00:00,yes,,Outer trolley to suit the Jaytech 1200v4 sectional/tilt door operator,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$55.00

Outer trolley to suit the Jaytech 1200v4 sectional/tilt door operator

Jaytech Outer Trolley - V4 quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jaytech-Trolley-V4.jpg,,200,,https://ausgaragedoorparts.com.au/product/jaytech-outer-trolley-v4/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jaytech-Trolley-V4.jpg,"['origin', 'origin']",Jaytech Outer Trolley - V4 - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jaytech-Trolley-V4.jpg,600,Outer trolley to suit the Jaytech 1200v4 sectional/tilt door operator,2024-07-17T00:44:29+00:00,summary_large_image,image/jpeg,450,55.00,d7c73db1-c137-40af-abd9-d328b0bf39c4,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech Outer Trolley – V4,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-outer-trolley-v4/
Jaytech PR01 *Discontinued - see PR02 - Australia's Top Rated Garage Door Parts Company,Jaytech PR01 *Discontinued - see PR02 - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-pr01-discontinued-see-pr02/,https://ausgaragedoorparts.com.au/product/jaytech-pr01-discontinued-see-pr02/,https://ausgaragedoorparts.com.au/product/jaytech-pr01-discontinued-see-pr02/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2025-01-06T02:22:52+00:00,yes,,Codes to Jaytech 1200 V3 & V4 Sectional Openers and RDO1000/1800 Roller Door Openers Premium 4 channel remote control with battery indicator and molded Jaytech logo https://www.jaytechopeners.com.au/accessories-remotes/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$49.00

Codes to Jaytech 1200 V3 & V4 Sectional Openers and RDO1000/1800 Roller Door Openers

Premium 4 channel remote control with battery indicator and molded Jaytech logo

[https://www.jaytechopeners.com.au/accessories-remotes/](https://www.jaytechopeners.com.au/accessories-remotes/)

[![Jaytech remote control ](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/09/New-remote-high-res--224x300.png)](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/09/New-remote-high-res-.png)

Jaytech PR01 \*Discontinued - see PR02 quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/09/New-remote-high-res--224x300.png,,200,,https://ausgaragedoorparts.com.au/product/jaytech-pr01-discontinued-see-pr02/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/New-remote-high-res-.png,"['origin', 'origin']",Jaytech PR01 *Discontinued - see PR02 - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/New-remote-high-res-.png,1207,Codes to Jaytech 1200 V3 & V4 Sectional Openers and RDO1000/1800 Roller Door Openers Premium 4 channel remote control with battery indicator and molded Jaytech logo https://www.jaytechopeners.com.au/accessories-remotes/,2025-01-06T02:22:52+00:00,summary_large_image,image/png,1613,49.00,bc6fd095-c261-4e0e-b4e6-241f3c46e111,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech PR01 \*Discontinued – see PR02,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-pr01-discontinued-see-pr02/
Jaytech RDO 1000 Roller Door Opener - Australia's Top Rated Garage Door Parts Company,Jaytech RDO 1000 Roller Door Opener - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1000-roller-door-opener/,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1000-roller-door-opener/,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1000-roller-door-opener/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-10-29T03:52:25+00:00,yes,,Jaytech RDO 1000 Powerful and Quiet 1000N DC Motor Suitable for Single and Double Roller Doors 5 Year Onsite Warranty (3 Year DIY) $395 Incl GST  These units are powerful and reliable with the ability to handle virtually any domestic roller door. They have a heavy duty 1000N DC motor with the same metal helical drive gears seen in the […],https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$395.00

![](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2018/06/Jaytech-RDO-1000.jpg)

> ## Jaytech RDO 1000
>
> Powerful and Quiet 1000N DC Motor
>
> Suitable for Single and Double Roller Doors
>
> 5 Year Onsite Warranty (3 Year DIY)
>
> ## **$395 Incl GST**
>
> These units are powerful and reliable with the ability to handle virtually any domestic roller door.
>
> They have a heavy duty 1000N DC motor with the same metal helical drive gears seen in the rest of the Jaytech range **“not plastic like all the others”.**
>
> There isn’t a more powerful domestic operator on the market!
>
> ##### Visit [Jaytech garage door openers](https://www.jaytechopeners.com.au/) for more information
>
> Download the [Jaytech RDO 1000 brochure](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/11/RD0-1000-Brochure.pdf) here

Jaytech RDO 1000 Roller Door Opener quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://www.ausgaragedoorparts.com.au/wp-content/uploads/2018/06/Jaytech-RDO-1000.jpg,,200,,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1000-roller-door-opener/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/RDO-1000-e1572599757827.png,"['origin', 'origin']",Jaytech RDO 1000 Roller Door Opener - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/RDO-1000-e1572599757827.png,1040,Jaytech RDO 1000 Powerful and Quiet 1000N DC Motor Suitable for Single and Double Roller Doors 5 Year Onsite Warranty (3 Year DIY) $395 Incl GST  These units are powerful and reliable with the ability to handle virtually any domestic roller door. They have a heavy duty 1000N DC motor with the same metal helical drive gears seen in the […],2024-10-29T03:52:25+00:00,summary_large_image,image/png,1387,395.00,09010ea4-ea2e-4c7a-b425-9e9c5f8b2c79,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech RDO 1000 Roller Door Opener,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1000-roller-door-opener/
Jaytech RDO 1800 Industrial Roller Door Opener - Australia's Top Rated Garage Door Parts Company,Jaytech RDO 1800 Industrial Roller Door Opener - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1800-industrial-roller-door-opener/,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1800-industrial-roller-door-opener/,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1800-industrial-roller-door-opener/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-05-27T03:34:42+00:00,yes,,Jaytech RDO 1800 Powerful and Quiet 1800N DC Motor Suitable for Light Commercial Roller Doors 2 Year Onsite Warranty (1 Year DIY) $770 Incl GST  These units are powerful and reliable incorporating a metal main drive gear suitable for heavier doors. They have a heavy duty 1800N DC motor with the same metal helical drive gears seen in […],https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$770.00

[![](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/05/Jaytech-RDO1800.jpg)](https://www.ausgaragedoorparts.com.au/wp-admin/media-upload.php?post_id=5565&type=image&TB_iframe=1)

## Jaytech RDO 1800

Powerful and Quiet 1800N DC Motor

Suitable for Light Commercial Roller Doors

2 Year Onsite Warranty (1 Year DIY)

## **$770 Incl GST**

These units are powerful and reliable incorporating a metal main drive gear suitable for heavier doors.

They have a heavy duty 1800N DC motor with the same metal helical drive gears seen in the rest of the Jaytech range **“not plastic like all the others”.**

##### Visit [Jaytech garage door openers](https://www.jaytechopeners.com.au/) for more information

or download the [Jaytech RDO 1800 Brochure](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/11/RDO-1800-Brochure.pdf)

Jaytech RDO 1800 Industrial Roller Door Opener quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://www.ausgaragedoorparts.com.au/wp-content/uploads/2019/05/Jaytech-RDO1800.jpg,,200,,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1800-industrial-roller-door-opener/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/RDO-1800.png,,Jaytech RDO 1800 Industrial Roller Door Opener - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/RDO-1800.png,750,Jaytech RDO 1800 Powerful and Quiet 1800N DC Motor Suitable for Light Commercial Roller Doors 2 Year Onsite Warranty (1 Year DIY) $770 Incl GST  These units are powerful and reliable incorporating a metal main drive gear suitable for heavier doors. They have a heavy duty 1800N DC motor with the same metal helical drive gears seen in […],2024-05-27T03:34:42+00:00,summary_large_image,image/png,750,770.00,2a5ee730-1336-47e0-a34c-64cf6c5a22b1,"width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech RDO 1800 Industrial Roller Door Opener,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-rdo-1800-industrial-roller-door-opener/
Jaytech V1 SUN VISOR REMOTE - Australia's Top Rated Garage Door Parts Company,Jaytech V1 SUN VISOR REMOTE - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-v1-sun-visor-remote/,https://ausgaragedoorparts.com.au/product/jaytech-v1-sun-visor-remote/,https://ausgaragedoorparts.com.au/product/jaytech-v1-sun-visor-remote/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2025-04-10T05:17:14+00:00,yes,,Suits Jaytech V1 to v4 openers and mounts to your vehicle sun visor if you don’t want one on your keyring,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$44.00

Suits Jaytech V1 to v4 openers and mounts to your vehicle sun visor if you don’t want one on your keyring

[![Jaytech sunvisor remote ](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2020/03/RT17-4-300x263.jpg)](https://www.ausgaragedoorparts.com.au/wp-content/uploads/2020/03/RT17-4.jpg)

Jaytech V1 SUN VISOR REMOTE quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://www.ausgaragedoorparts.com.au/wp-content/uploads/2020/03/RT17-4-300x263.jpg,,200,,https://ausgaragedoorparts.com.au/product/jaytech-v1-sun-visor-remote/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/RT17-4.jpg,,Jaytech V1 SUN VISOR REMOTE - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/RT17-4.jpg,640,Suits Jaytech V1 to v4 openers and mounts to your vehicle sun visor if you don’t want one on your keyring,2025-04-10T05:17:14+00:00,summary_large_image,image/jpeg,560,44.00,8d43eeac-998e-4481-a895-3826a4ab7f1f,"width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech V1 SUN VISOR REMOTE,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-v1-sun-visor-remote/
Jaytech WB02 WIRELESS WALL CONTROL - Australia's Top Rated Garage Door Parts Company,Jaytech WB02 WIRELESS WALL CONTROL - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/jaytech-wb02-wireless-wall-control/,https://ausgaragedoorparts.com.au/product/jaytech-wb02-wireless-wall-control/,https://ausgaragedoorparts.com.au/product/jaytech-wb02-wireless-wall-control/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:15:06+00:00,yes,,Wireless wall remote to suit Jaytech garage door openers. Codes to all Jaytech operators after version 3 Can control up to 3 Jaytech door operators using different buttons.  ,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$55.00

Wireless wall remote to suit Jaytech garage door openers.

Codes to all Jaytech operators after version 3

Can control up to 3 Jaytech door operators using different buttons.

Jaytech WB02 WIRELESS WALL CONTROL quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jaytech-V4-Wall-Control.jpg,,200,,https://ausgaragedoorparts.com.au/product/jaytech-wb02-wireless-wall-control/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jaytech-V4-Wall-Control.jpg,"['origin', 'origin']",Jaytech WB02 WIRELESS WALL CONTROL - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Jaytech-V4-Wall-Control.jpg,557,Wireless wall remote to suit Jaytech garage door openers. Codes to all Jaytech operators after version 3 Can control up to 3 Jaytech door operators using different buttons.  ,2024-07-17T00:15:06+00:00,summary_large_image,image/jpeg,410,55.00,adf2dc10-9cb0-477b-8f9d-5d976d6c9fa2,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jaytech WB02 WIRELESS WALL CONTROL,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/jaytech-wb02-wireless-wall-control/
